id_parents,id_etudiant,pere_vivant,nom_pere,prenom_pere,email_pere,niveau_instruction_pere,niveau_socioprofessionnel_pere,revenu_mensuel_pere_fcfa,mere_vivante,nom_mere,prenom_mere,email_mere,niveau_instruction_mere,niveau_socioprofessionnel_mere,revenu_mensuel_mere_fcfa,nb_enfants_famille,revenu_total_famille_fcfa,rang_dans_fratrie,famille_monoparentale,soutien_financier_famille
692,692,1,Issa,Félix,fé.issa.p692@gmail.com,Master/Grande école,Fonctionnaire,105273,0,Bouchard,Angèle,an.bouc.m692@gmail.com,Licence,Employé secteur informel,79391,6,184664,4,0,Partiel
693,693,1,Garcia,Alphonse,al.garc.p693@gmail.com,Baccalauréat,Cadre moyen,255942,1,Garcia,Pauline,pa.garc.m693@gmail.com,BEPC/FSLC,Cadre moyen,358264,5,614206,2,0,Total
694,694,1,Samba,Hervé,he.samb.p694@gmail.com,Baccalauréat,Employé secteur informel,78947,1,Medjo,Cécile,cé.medj.m694@gmail.com,Baccalauréat,Cadre supérieur,486783,6,565730,5,1,Partiel
695,695,1,Foko,Marcel,ma.foko.p695@gmail.com,Baccalauréat,Cadre moyen,262681,1,Foko,Suzanne,,BEPC/FSLC,Cadre moyen,208212,3,470893,4,0,Partiel
696,696,1,Rodrigues,Patrice,pa.rodr.p696@gmail.com,Aucun,Ouvrier/Artisan,94014,1,Etoundi,Yvette,,Primaire,Employé secteur informel,76973,3,170987,2,0,Total
697,697,1,Garcia,Joseph,jo.garc.p697@gmail.com,Licence,Chef d'entreprise,267346,1,Garcia,Julienne,ju.garc.m697@gmail.com,Doctorat,Cadre moyen,394601,5,661947,3,0,Aucun
698,698,1,Mbouck,Patrice,,Primaire,Cadre supérieur,803315,0,Mbouck,Yvette,yv.mbou.m698@gmail.com,Baccalauréat,Fonctionnaire,206466,5,1009781,5,0,Total
699,699,1,Medjo,Paul,pa.medj.p699@gmail.com,BEPC/FSLC,Fonctionnaire,108763,0,Tchamba,Martine,ma.tcha.m699@gmail.com,Licence,Cadre moyen,359976,2,468739,1,0,Total
700,700,1,Garcia,Etienne,et.garc.p700@gmail.com,Licence,Cadre supérieur,470201,1,Garcia,Christine,,Master/Grande école,Ouvrier/Artisan,56904,3,527105,1,1,Partiel
701,701,1,Gomis,Pierre,pi.gomi.p701@gmail.com,Primaire,Agriculteur/Éleveur,65965,1,Gomis,Victoire,vi.gomi.m701@gmail.com,Licence,Employé secteur informel,77576,5,143541,4,1,Partiel
702,702,1,Nkeng,Félix,fé.nken.p702@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,65534,1,Jourdain,Madeleine,,BEPC/FSLC,Chef d'entreprise,633787,1,699321,5,0,Total
703,703,1,Tchio,Gérard,gé.tchi.p703@gmail.com,Baccalauréat,Employé secteur informel,93891,1,Moreau,Suzanne,su.more.m703@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,70909,2,164800,5,0,Total
704,704,1,Jourdain,Henri,he.jour.p704@gmail.com,BTS/DUT,Agriculteur/Éleveur,64351,1,Yanga,Jeanne,je.yang.m704@gmail.com,Baccalauréat,Fonctionnaire,122704,8,187055,3,0,Total
705,705,0,Zobel,Théodore,th.zobe.p705@gmail.com,Aucun,Agriculteur/Éleveur,31383,1,Petit,Victoire,vi.peti.m705@gmail.com,BEPC/FSLC,Ouvrier/Artisan,97976,5,129359,4,1,Total
706,706,1,Ebene,Etienne,et.eben.p706@gmail.com,Baccalauréat,Ouvrier/Artisan,66760,1,Ebene,Jeanne,je.eben.m706@gmail.com,Primaire,Employé secteur informel,48056,6,114816,3,1,Partiel
707,707,1,Donfack,Alphonse,al.donf.p707@gmail.com,Baccalauréat,Employé secteur informel,89689,1,Donfack,Thérèse,th.donf.m707@gmail.com,Baccalauréat,Agriculteur/Éleveur,89341,6,179030,2,0,Partiel
708,708,1,Richard,Joseph,jo.rich.p708@gmail.com,Licence,Ouvrier/Artisan,101728,1,Onana,Rose,ro.onan.m708@gmail.com,BEPC/FSLC,Employé secteur informel,78855,2,180583,1,0,Aucun
709,709,0,Robert,Charles,ch.robe.p709@gmail.com,Primaire,Employé secteur informel,37098,1,Robert,Colette,co.robe.m709@gmail.com,Master/Grande école,Agriculteur/Éleveur,73166,6,110264,1,0,Partiel
710,710,1,Zobel,Alphonse,al.zobe.p710@gmail.com,BEPC/FSLC,Employé secteur informel,41386,1,Zobel,Julienne,ju.zobe.m710@gmail.com,Primaire,Ouvrier/Artisan,69950,5,111336,2,1,Partiel
711,711,1,Dupont,Pierre,pi.dupo.p711@gmail.com,Baccalauréat,Employé secteur informel,48959,1,Dupont,Blandine,,Master/Grande école,Chef d'entreprise,669839,3,718798,2,0,Total
712,712,1,Ndzana,Gérard,gé.ndza.p712@gmail.com,Licence,Cadre moyen,201956,0,Nyobe,Yvette,yv.nyob.m712@gmail.com,Master/Grande école,Cadre moyen,357562,6,559518,3,0,Total
713,713,1,Wamba,Pierre,pi.wamb.p713@gmail.com,Baccalauréat,Fonctionnaire,99539,1,Michel,Christine,ch.mich.m713@gmail.com,Baccalauréat,Agriculteur/Éleveur,50023,4,149562,1,0,Partiel
714,714,1,Etoundi,Alphonse,al.etou.p714@gmail.com,Baccalauréat,Ouvrier/Artisan,108097,1,Etoundi,Pauline,pa.etou.m714@gmail.com,BTS/DUT,Cadre moyen,283465,6,391562,4,0,Total
715,715,0,Bouchard,Henri,he.bouc.p715@gmail.com,Baccalauréat,Chef d'entreprise,1474466,1,Bouchard,Angèle,an.bouc.m715@gmail.com,Aucun,Employé secteur informel,66818,3,1541284,2,0,Partiel
716,716,1,Bouchard,Albert,al.bouc.p716@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,39216,1,Haidara,Madeleine,ma.haid.m716@gmail.com,Baccalauréat,Agriculteur/Éleveur,80137,3,119353,3,1,Aucun
717,717,1,Biyong,Patrice,pa.biyo.p717@gmail.com,Licence,Cadre supérieur,825452,1,Ndzana,Rose,ro.ndza.m717@gmail.com,Master/Grande école,Cadre moyen,379801,4,1205253,1,0,Total
718,718,1,Thomas,Etienne,,Licence,Fonctionnaire,100363,1,Tchio,Marie,ma.tchi.m718@gmail.com,BEPC/FSLC,Ouvrier/Artisan,109240,7,209603,4,0,Partiel
719,719,1,Garcia,Clément,cl.garc.p719@gmail.com,Doctorat,Chef d'entreprise,476989,0,Garcia,Marguerite,ma.garc.m719@gmail.com,Master/Grande école,Cadre supérieur,369907,5,846896,2,0,Total
720,720,1,Toure,Théodore,th.tour.p720@gmail.com,Master/Grande école,Cadre moyen,181675,1,Mvondo,Victoire,vi.mvon.m720@gmail.com,BEPC/FSLC,Cadre moyen,361153,8,542828,3,0,Total
721,721,1,Abomo,André,,Baccalauréat,Agriculteur/Éleveur,81443,1,Dubois,Blandine,bl.dubo.m721@gmail.com,Aucun,Cadre supérieur,415235,8,496678,1,0,Aucun
722,722,1,Yanga,Roger,,BTS/DUT,Fonctionnaire,157262,1,Simon,Julienne,ju.simo.m722@gmail.com,BTS/DUT,Chef d'entreprise,1124820,5,1282082,5,0,Total
723,723,1,Issa,Gérard,gé.issa.p723@gmail.com,Baccalauréat,Sans emploi,6893,1,Issa,Pauline,pa.issa.m723@gmail.com,Primaire,Cadre moyen,397549,2,404442,2,1,Partiel
724,724,1,Dupont,Alphonse,al.dupo.p724@gmail.com,Primaire,Employé secteur informel,81981,0,Dupont,Odette,od.dupo.m724@gmail.com,Baccalauréat,Agriculteur/Éleveur,85271,6,167252,5,0,Partiel
725,725,1,Rodrigues,Pierre,pi.rodr.p725@gmail.com,Master/Grande école,Cadre supérieur,553126,1,Camara,Martine,ma.cama.m725@gmail.com,Doctorat,Chef d'entreprise,700124,8,1253250,3,0,Total
726,726,1,Gomis,Laurent,la.gomi.p726@gmail.com,Baccalauréat,Fonctionnaire,118721,1,Bello,Jeanne,je.bell.m726@gmail.com,Primaire,Cadre moyen,229029,3,347750,3,0,Aucun
727,727,1,Mbouck,Patrice,,Primaire,Cadre moyen,221532,1,Wamba,Jeanne,je.wamb.m727@gmail.com,BEPC/FSLC,Cadre supérieur,843618,9,1065150,3,0,Partiel
728,728,1,Dubois,Roger,ro.dubo.p728@gmail.com,Primaire,Sans emploi,32248,1,Dubois,Colette,,Primaire,Sans emploi,24558,2,56806,5,0,Aucun
729,729,1,Dubois,Etienne,et.dubo.p729@gmail.com,Baccalauréat,Employé secteur informel,98927,1,Richard,Yvette,yv.rich.m729@gmail.com,BEPC/FSLC,Fonctionnaire,203718,6,302645,2,0,Partiel
730,730,1,Etoundi,Paul,,Master/Grande école,Fonctionnaire,128950,1,Etoundi,Cécile,cé.etou.m730@gmail.com,BEPC/FSLC,Cadre supérieur,422235,1,551185,5,0,Total
731,731,1,Feudjio,Patrice,pa.feud.p731@gmail.com,BTS/DUT,Sans emploi,9837,1,Feudjio,Odette,od.feud.m731@gmail.com,BEPC/FSLC,Employé secteur informel,64196,7,74033,2,0,Partiel
732,732,1,Martin,André,an.mart.p732@gmail.com,BEPC/FSLC,Employé secteur informel,77377,1,Mbouck,Madeleine,,Licence,Cadre moyen,388555,7,465932,4,0,Partiel
733,733,1,Okafor,Laurent,,Baccalauréat,Employé secteur informel,88034,1,Okafor,Martine,ma.okaf.m733@gmail.com,Master/Grande école,Cadre moyen,306841,4,394875,2,0,Partiel
734,734,1,Issa,Etienne,et.issa.p734@gmail.com,Baccalauréat,Cadre moyen,193008,1,Issa,Hélène,hé.issa.m734@gmail.com,Licence,Ouvrier/Artisan,90609,8,283617,2,0,Aucun
735,735,1,Diallo,Charles,ch.dial.p735@gmail.com,Baccalauréat,Employé secteur informel,45959,1,Diallo,Suzanne,su.dial.m735@gmail.com,Primaire,Employé secteur informel,40896,4,86855,1,0,Partiel
736,736,1,Garcia,Gérard,,Aucun,Agriculteur/Éleveur,36537,1,Garcia,Rose,ro.garc.m736@gmail.com,Baccalauréat,Fonctionnaire,154308,4,190845,4,1,Partiel
737,737,1,Dupont,Hervé,he.dupo.p737@gmail.com,Licence,Employé secteur informel,89075,1,Dupont,Angèle,an.dupo.m737@gmail.com,Primaire,Employé secteur informel,63861,7,152936,4,0,Partiel
738,738,1,Kamga,Charles,ch.kamg.p738@gmail.com,Baccalauréat,Cadre moyen,270272,1,Kamga,Blandine,bl.kamg.m738@gmail.com,BTS/DUT,Employé secteur informel,47228,4,317500,1,0,Partiel
739,739,1,Penda,Félix,fé.pend.p739@gmail.com,BTS/DUT,Fonctionnaire,136947,1,Penda,Rosalie,ro.pend.m739@gmail.com,Primaire,Fonctionnaire,143945,5,280892,4,1,Total
740,740,0,Dupont,Georges,ge.dupo.p740@gmail.com,BTS/DUT,Sans emploi,2099,1,Manga,Victoire,vi.mang.m740@gmail.com,Licence,Cadre moyen,241480,8,243579,1,0,Partiel
741,741,1,Bouchard,Théodore,th.bouc.p741@gmail.com,Licence,Employé secteur informel,39482,1,Bouchard,Brigitte,br.bouc.m741@gmail.com,Baccalauréat,Ouvrier/Artisan,93533,3,133015,1,0,Total
742,742,1,Richard,Georges,ge.rich.p742@gmail.com,Licence,Employé secteur informel,42969,1,Martin,Madeleine,ma.mart.m742@gmail.com,BTS/DUT,Ouvrier/Artisan,71850,3,114819,2,0,Partiel
743,743,1,Toure,Victor,,Baccalauréat,Fonctionnaire,214687,1,Toure,Pauline,pa.tour.m743@gmail.com,Licence,Cadre moyen,268976,2,483663,5,0,Total
744,744,1,Essama,Victor,vi.essa.p744@gmail.com,Master/Grande école,Employé secteur informel,35226,0,Essama,Adèle,ad.essa.m744@gmail.com,BEPC/FSLC,Cadre moyen,285875,4,321101,2,0,Total
745,745,1,Rodrigues,Albert,al.rodr.p745@gmail.com,Primaire,Cadre moyen,348152,0,Rodrigues,Adèle,ad.rodr.m745@gmail.com,Baccalauréat,Fonctionnaire,206119,4,554271,2,1,Partiel
746,746,1,Ebene,Hervé,he.eben.p746@gmail.com,BEPC/FSLC,Cadre moyen,209145,1,Abomo,Rosalie,ro.abom.m746@gmail.com,BEPC/FSLC,Fonctionnaire,92401,5,301546,4,0,Partiel
747,747,1,Bouchard,Gérard,gé.bouc.p747@gmail.com,BTS/DUT,Fonctionnaire,95414,1,Kamga,Marie,ma.kamg.m747@gmail.com,BTS/DUT,Agriculteur/Éleveur,41301,5,136715,4,1,Total
748,748,0,Essama,Laurent,la.essa.p748@gmail.com,Primaire,Fonctionnaire,134521,1,Essama,Pauline,pa.essa.m748@gmail.com,Licence,Cadre moyen,234858,6,369379,5,1,Partiel
749,749,0,Manga,Emmanuel,em.mang.p749@gmail.com,Aucun,Ouvrier/Artisan,66397,1,Tchio,Rosalie,ro.tchi.m749@gmail.com,Aucun,Agriculteur/Éleveur,49581,6,115978,1,0,Partiel
750,750,1,Atangana,Marcel,ma.atan.p750@gmail.com,Baccalauréat,Employé secteur informel,60633,1,Ndzana,Rosalie,ro.ndza.m750@gmail.com,BEPC/FSLC,Cadre moyen,212945,6,273578,2,0,Total
751,751,0,Abomo,Roger,,Primaire,Cadre moyen,379403,1,Abomo,Julienne,ju.abom.m751@gmail.com,Licence,Employé secteur informel,63527,8,442930,4,0,Total
752,752,1,Kamga,Armand,ar.kamg.p752@gmail.com,Aucun,Employé secteur informel,48772,1,Kamga,Marie,ma.kamg.m752@gmail.com,Primaire,Agriculteur/Éleveur,69437,4,118209,1,0,Partiel
753,753,1,Okafor,Henri,he.okaf.p753@gmail.com,Licence,Fonctionnaire,162032,1,Okafor,Marie,ma.okaf.m753@gmail.com,Baccalauréat,Cadre supérieur,735160,3,897192,5,0,Partiel
754,754,1,Rodrigues,Georges,ge.rodr.p754@gmail.com,BTS/DUT,Ouvrier/Artisan,69618,1,Rodrigues,Blandine,bl.rodr.m754@gmail.com,Master/Grande école,Cadre moyen,215193,3,284811,2,0,Total
755,755,1,Biyong,Paul,pa.biyo.p755@gmail.com,BEPC/FSLC,Employé secteur informel,78619,1,Biyong,Brigitte,br.biyo.m755@gmail.com,Primaire,Employé secteur informel,67773,3,146392,5,0,Total
756,756,1,Essama,Emmanuel,em.essa.p756@gmail.com,Licence,Cadre moyen,226769,1,Toure,Yvette,yv.tour.m756@gmail.com,Doctorat,Cadre moyen,170204,6,396973,2,0,Total
757,757,1,Lefebvre,Victor,vi.lefe.p757@gmail.com,Master/Grande école,Chef d'entreprise,515650,1,Lefebvre,Hélène,hé.lefe.m757@gmail.com,Master/Grande école,Cadre supérieur,489250,3,1004900,1,0,Total
758,758,1,Jourdain,Pierre,pi.jour.p758@gmail.com,Baccalauréat,Sans emploi,6084,1,Jourdain,Colette,co.jour.m758@gmail.com,Primaire,Agriculteur/Éleveur,62742,5,68826,4,0,Aucun
759,759,1,Nguema,Félix,fé.ngue.p759@gmail.com,Master/Grande école,Chef d'entreprise,1488832,1,Nguema,Jeanne,,Baccalauréat,Chef d'entreprise,1086708,3,2575540,3,0,Partiel
760,760,1,Haidara,Emmanuel,em.haid.p760@gmail.com,Baccalauréat,Cadre moyen,212539,1,Haidara,Martine,ma.haid.m760@gmail.com,Master/Grande école,Cadre moyen,350471,6,563010,5,0,Partiel
761,761,1,Bouchard,Etienne,et.bouc.p761@gmail.com,Aucun,Ouvrier/Artisan,105776,1,Bouchard,Julienne,ju.bouc.m761@gmail.com,Baccalauréat,Ouvrier/Artisan,53525,3,159301,1,0,Total
762,762,1,Yanga,Albert,al.yang.p762@gmail.com,Baccalauréat,Sans emploi,28134,1,Yanga,Rosalie,ro.yang.m762@gmail.com,Licence,Cadre moyen,198251,4,226385,2,0,Partiel
763,763,1,Michel,Charles,ch.mich.p763@gmail.com,Aucun,Ouvrier/Artisan,86775,1,Garcia,Martine,ma.garc.m763@gmail.com,BTS/DUT,Employé secteur informel,99757,2,186532,3,0,Partiel
764,764,1,Nguema,Gérard,gé.ngue.p764@gmail.com,Master/Grande école,Ouvrier/Artisan,81004,1,Nguema,Victoire,vi.ngue.m764@gmail.com,BTS/DUT,Cadre moyen,364356,6,445360,5,1,Total
765,765,1,Dubois,Gérard,gé.dubo.p765@gmail.com,BTS/DUT,Sans emploi,8888,1,Michel,Yvette,yv.mich.m765@gmail.com,Baccalauréat,Fonctionnaire,219765,6,228653,2,0,Total
766,766,1,Robert,Gérard,,Master/Grande école,Cadre moyen,321410,1,Robert,Hélène,hé.robe.m766@gmail.com,BTS/DUT,Cadre supérieur,573654,4,895064,1,1,Partiel
767,767,1,Richard,André,an.rich.p767@gmail.com,Aucun,Cadre moyen,241907,1,Richard,Brigitte,br.rich.m767@gmail.com,Baccalauréat,Ouvrier/Artisan,98609,3,340516,1,0,Total
768,768,1,Leroy,Joseph,jo.lero.p768@gmail.com,Baccalauréat,Employé secteur informel,75628,0,Lobe,Martine,ma.lobe.m768@gmail.com,Licence,Employé secteur informel,40765,7,116393,5,1,Partiel
769,769,0,Bernard,Patrice,pa.bern.p769@gmail.com,Baccalauréat,Cadre supérieur,624171,1,Bernard,Julienne,ju.bern.m769@gmail.com,BEPC/FSLC,Cadre moyen,262813,6,886984,3,0,Partiel
770,770,1,Onana,Alphonse,al.onan.p770@gmail.com,Licence,Cadre moyen,328194,1,Vidal,Marguerite,ma.vida.m770@gmail.com,Primaire,Cadre supérieur,856962,4,1185156,1,0,Total
771,771,1,Lobe,Albert,al.lobe.p771@gmail.com,Licence,Employé secteur informel,54048,1,Lobe,Hélène,hé.lobe.m771@gmail.com,Licence,Employé secteur informel,51480,3,105528,4,1,Total
772,772,1,Umba,Jean,je.umba.p772@gmail.com,BTS/DUT,Ouvrier/Artisan,57677,1,Zobel,Cécile,cé.zobe.m772@gmail.com,Baccalauréat,Cadre moyen,345575,2,403252,2,0,Total
773,773,1,Abomo,André,,Baccalauréat,Cadre moyen,242872,1,Michel,Victoire,vi.mich.m773@gmail.com,Primaire,Employé secteur informel,38717,5,281589,5,0,Partiel
774,774,1,Biyong,Théodore,th.biyo.p774@gmail.com,BTS/DUT,Cadre moyen,299108,1,Bernard,Christine,ch.bern.m774@gmail.com,BTS/DUT,Employé secteur informel,70365,7,369473,4,0,Total
775,775,1,Gomis,Patrice,pa.gomi.p775@gmail.com,BTS/DUT,Fonctionnaire,194373,1,Jourdain,Suzanne,su.jour.m775@gmail.com,Master/Grande école,Sans emploi,18075,9,212448,3,1,Total
776,776,1,Atangana,Georges,ge.atan.p776@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,25030,1,Nguema,Madeleine,ma.ngue.m776@gmail.com,BEPC/FSLC,Employé secteur informel,64589,5,89619,5,0,Total
777,777,1,Mvondo,Félix,fé.mvon.p777@gmail.com,Baccalauréat,Ouvrier/Artisan,67618,1,Etoundi,Victoire,vi.etou.m777@gmail.com,Master/Grande école,Cadre moyen,318521,7,386139,2,0,Partiel
778,778,1,Moreau,Paul,pa.more.p778@gmail.com,Licence,Employé secteur informel,38924,1,Kamga,Rose,ro.kamg.m778@gmail.com,Licence,Agriculteur/Éleveur,59265,4,98189,1,0,Total
779,779,1,Diallo,Roger,ro.dial.p779@gmail.com,Licence,Cadre moyen,250601,1,Camara,Yvette,yv.cama.m779@gmail.com,BTS/DUT,Fonctionnaire,197379,5,447980,3,0,Partiel
780,780,1,Diallo,Joseph,jo.dial.p780@gmail.com,BEPC/FSLC,Sans emploi,6338,1,Nguema,Martine,ma.ngue.m780@gmail.com,Baccalauréat,Agriculteur/Éleveur,44602,6,50940,2,0,Aucun
781,781,0,Mvondo,Etienne,et.mvon.p781@gmail.com,Primaire,Ouvrier/Artisan,59157,1,Mvondo,Pauline,pa.mvon.m781@gmail.com,Baccalauréat,Ouvrier/Artisan,46665,5,105822,4,0,Partiel
782,782,1,Mbouck,Patrice,pa.mbou.p782@gmail.com,Licence,Cadre moyen,383793,1,Mbouck,Jeanne,,Baccalauréat,Employé secteur informel,47460,4,431253,3,0,Partiel
783,783,1,Mbouck,Albert,al.mbou.p783@gmail.com,Primaire,Cadre moyen,362757,1,Okafor,Martine,ma.okaf.m783@gmail.com,Primaire,Ouvrier/Artisan,104208,7,466965,3,0,Partiel
784,784,1,Okafor,Laurent,,Licence,Employé secteur informel,93379,1,Manga,Rosalie,ro.mang.m784@gmail.com,Aucun,Employé secteur informel,58053,6,151432,4,0,Aucun
785,785,1,Jourdain,Emmanuel,em.jour.p785@gmail.com,BEPC/FSLC,Ouvrier/Artisan,77825,1,Jourdain,Jeanne,je.jour.m785@gmail.com,Baccalauréat,Sans emploi,17889,5,95714,5,0,Total
786,786,1,Atangana,Armand,ar.atan.p786@gmail.com,Doctorat,Chef d'entreprise,1176721,1,Atangana,Colette,co.atan.m786@gmail.com,Master/Grande école,Fonctionnaire,208940,3,1385661,2,1,Total
787,787,1,Penda,Henri,he.pend.p787@gmail.com,Baccalauréat,Ouvrier/Artisan,78143,1,Gomis,Pauline,,BEPC/FSLC,Employé secteur informel,99742,4,177885,2,0,Partiel
788,788,0,Abomo,Alphonse,al.abom.p788@gmail.com,BTS/DUT,Employé secteur informel,69701,1,Thomas,Suzanne,su.thom.m788@gmail.com,BEPC/FSLC,Fonctionnaire,162931,4,232632,5,0,Total
789,789,0,Nguema,Henri,he.ngue.p789@gmail.com,BTS/DUT,Fonctionnaire,193140,1,Lefebvre,Cécile,cé.lefe.m789@gmail.com,BEPC/FSLC,Fonctionnaire,147406,4,340546,3,0,Aucun
790,790,1,Thomas,Joseph,jo.thom.p790@gmail.com,BTS/DUT,Cadre moyen,235909,1,Thomas,Colette,co.thom.m790@gmail.com,Primaire,Ouvrier/Artisan,52710,6,288619,2,0,Total
791,791,1,Onana,Joseph,jo.onan.p791@gmail.com,BTS/DUT,Chef d'entreprise,1136010,1,Etoundi,Hélène,hé.etou.m791@gmail.com,Baccalauréat,Cadre moyen,208310,6,1344320,5,0,Total
792,792,1,Martin,Jean,je.mart.p792@gmail.com,Baccalauréat,Fonctionnaire,140119,1,Martin,Adèle,ad.mart.m792@gmail.com,Baccalauréat,Cadre moyen,265837,4,405956,2,0,Total
793,793,1,Simon,Jean,je.simo.p793@gmail.com,Primaire,Employé secteur informel,41336,1,Kamga,Blandine,bl.kamg.m793@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,81149,3,122485,5,0,Total
794,794,1,Martin,Joseph,jo.mart.p794@gmail.com,BTS/DUT,Cadre moyen,270288,1,Martin,Madeleine,ma.mart.m794@gmail.com,BEPC/FSLC,Employé secteur informel,46286,3,316574,1,0,Partiel
795,795,1,Penda,Charles,ch.pend.p795@gmail.com,Licence,Fonctionnaire,163531,1,Umba,Rosalie,ro.umba.m795@gmail.com,BEPC/FSLC,Cadre moyen,211450,8,374981,2,0,Partiel
796,796,1,Donfack,Victor,vi.donf.p796@gmail.com,BEPC/FSLC,Employé secteur informel,72953,1,Donfack,Pauline,pa.donf.m796@gmail.com,Primaire,Employé secteur informel,89295,9,162248,5,0,Total
797,797,1,Zobel,Albert,al.zobe.p797@gmail.com,Licence,Cadre moyen,199794,1,Jourdain,Odette,od.jour.m797@gmail.com,BTS/DUT,Ouvrier/Artisan,78202,2,277996,1,1,Total
798,798,1,Garcia,Théodore,th.garc.p798@gmail.com,Aucun,Sans emploi,1171,1,Garcia,Rosalie,ro.garc.m798@gmail.com,Baccalauréat,Fonctionnaire,178938,5,180109,3,1,Aucun
799,799,1,Nguema,Jean,je.ngue.p799@gmail.com,Doctorat,Chef d'entreprise,383867,1,Nguema,Marie,ma.ngue.m799@gmail.com,Baccalauréat,Fonctionnaire,216844,6,600711,3,0,Total
800,800,1,Lobe,Etienne,et.lobe.p800@gmail.com,Licence,Cadre moyen,174518,1,Lobe,Rosalie,ro.lobe.m800@gmail.com,BTS/DUT,Employé secteur informel,60861,5,235379,5,0,Partiel
801,801,1,Bouchard,Laurent,la.bouc.p801@gmail.com,Master/Grande école,Chef d'entreprise,1758224,1,Moreau,Angèle,an.more.m801@gmail.com,Master/Grande école,Cadre supérieur,545554,2,2303778,1,0,Partiel
802,802,1,Tchio,Charles,ch.tchi.p802@gmail.com,Primaire,Ouvrier/Artisan,64374,1,Tchio,Angèle,an.tchi.m802@gmail.com,Primaire,Employé secteur informel,68901,3,133275,3,1,Partiel
803,803,1,Okafor,Clément,cl.okaf.p803@gmail.com,Aucun,Ouvrier/Artisan,87375,1,Okafor,Marguerite,ma.okaf.m803@gmail.com,Primaire,Ouvrier/Artisan,102740,6,190115,1,1,Partiel
804,804,1,Dubois,André,an.dubo.p804@gmail.com,Licence,Cadre moyen,219521,1,Dubois,Suzanne,su.dubo.m804@gmail.com,Aucun,Cadre supérieur,429748,7,649269,4,1,Total
805,805,1,Ebene,Etienne,et.eben.p805@gmail.com,BTS/DUT,Employé secteur informel,75259,1,Ebene,Brigitte,br.eben.m805@gmail.com,BTS/DUT,Chef d'entreprise,1028959,5,1104218,5,0,Total
806,806,1,Simon,Patrice,pa.simo.p806@gmail.com,Aucun,Employé secteur informel,56754,1,Simon,Madeleine,ma.simo.m806@gmail.com,BTS/DUT,Agriculteur/Éleveur,53010,3,109764,2,0,Total
807,807,1,Martin,Joseph,,Licence,Employé secteur informel,89254,1,Penda,Blandine,bl.pend.m807@gmail.com,Master/Grande école,Agriculteur/Éleveur,50205,8,139459,3,0,Partiel
808,808,1,Robert,Félix,fé.robe.p808@gmail.com,Licence,Employé secteur informel,35591,1,Robert,Colette,co.robe.m808@gmail.com,BEPC/FSLC,Fonctionnaire,214926,4,250517,2,0,Aucun
809,809,1,Penda,Armand,ar.pend.p809@gmail.com,Aucun,Agriculteur/Éleveur,88600,1,Umba,Jeanne,je.umba.m809@gmail.com,Licence,Employé secteur informel,60838,2,149438,3,0,Aucun
810,810,0,Kamga,Gérard,gé.kamg.p810@gmail.com,Doctorat,Cadre supérieur,791744,1,Kamga,Victoire,vi.kamg.m810@gmail.com,Licence,Ouvrier/Artisan,76472,6,868216,5,0,Partiel
811,811,1,Lobe,Emmanuel,em.lobe.p811@gmail.com,Primaire,Sans emploi,25777,0,Lobe,Suzanne,su.lobe.m811@gmail.com,Baccalauréat,Fonctionnaire,90239,5,116016,4,0,Aucun
812,812,1,Lefebvre,Pierre,pi.lefe.p812@gmail.com,Baccalauréat,Fonctionnaire,174805,1,Tchio,Rosalie,ro.tchi.m812@gmail.com,BEPC/FSLC,Cadre supérieur,835410,6,1010215,3,0,Partiel
813,813,1,Michel,Gérard,,BTS/DUT,Fonctionnaire,110941,1,Biyong,Pauline,pa.biyo.m813@gmail.com,Master/Grande école,Fonctionnaire,117010,5,227951,4,0,Partiel
814,814,1,Nguema,Marcel,ma.ngue.p814@gmail.com,Aucun,Ouvrier/Artisan,49907,1,Nguema,Marguerite,ma.ngue.m814@gmail.com,Primaire,Ouvrier/Artisan,65444,5,115351,4,1,Total
815,815,1,Bernard,Paul,pa.bern.p815@gmail.com,Baccalauréat,Fonctionnaire,204329,1,Bernard,Rose,ro.bern.m815@gmail.com,Baccalauréat,Employé secteur informel,67971,5,272300,5,0,Total
816,816,0,Haidara,Alphonse,,Licence,Employé secteur informel,62212,1,Ndzana,Madeleine,,BTS/DUT,Cadre moyen,355456,4,417668,4,0,Total
817,817,1,Bouchard,Hervé,he.bouc.p817@gmail.com,BTS/DUT,Cadre moyen,245169,1,Bouchard,Blandine,bl.bouc.m817@gmail.com,Baccalauréat,Fonctionnaire,155646,7,400815,1,0,Total
818,818,1,Atangana,Félix,fé.atan.p818@gmail.com,BEPC/FSLC,Chef d'entreprise,1189579,1,Atangana,Marguerite,,Primaire,Cadre moyen,317106,2,1506685,1,1,Partiel
819,819,1,Feudjio,Clément,cl.feud.p819@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,86357,1,Feudjio,Martine,ma.feud.m819@gmail.com,BTS/DUT,Ouvrier/Artisan,58603,5,144960,5,0,Partiel
